APP,OkHttp,极光推送,个推推送,友盟推送,小米推送,信鸽推送,华为推送,魅族推送
Hello Kitty 美甲沙龙,NO,NO,NO,NO,NO,NO,NO,NO
小企鹅乐园,YES,NO,NO,NO,NO,NO,NO,NO
精灵公主魔法换装,NO,NO,NO,NO,NO,NO,NO,NO
宝宝居家安全,YES,NO,NO,NO,NO,NO,NO,NO
宝宝巴士乐园,YES,NO,NO,NO,NO,NO,NO,NO
宝宝学水果,YES,NO,NO,NO,NO,NO,NO,NO
凯叔讲故事,YES,YES,NO,NO,YES,NO,YES,YES
宝宝巴士游乐园,YES,NO,NO,NO,NO,NO,NO,NO
新生妹妹成长记,NO,NO,NO,YES,NO,NO,NO,NO
宝宝运动会,YES,NO,NO,NO,NO,NO,NO,NO
化妆美容院,YES,NO,NO,NO,NO,NO,NO,NO
照顾小宝宝,YES,NO,NO,NO,NO,NO,NO,NO
奇妙主题派对,YES,NO,NO,NO,NO,NO,NO,NO
宝宝懂礼貌,YES,NO,NO,NO,NO,NO,NO,NO
